,preprocessing_without_emoticons,preprocessing_with_emoticons,class
17352,"['man', 'like', 'hella', 'thing', 'gotta', 'take', 'hat', 'nig']","['man', 'like', 'hella', 'thing', '💯', '💯', '💯', '🙌', 'gotta', 'take', 'hat', 'nig', '!']",1
17353,"['nigga', 'really', 'love', 'hoe', 'nigga', 'quality', 'huh', 'roll', 'blunt', 'better', 'wifey']","['nigga', 'really', 'love', 'hoe', 'nigga', 'quality', 'huh', 'roll', 'blunt', 'better', 'wifey']",1
17354,['oreo'],['oreo'],2
17355,"['happy', 'birthday', 'little', 'cotton', 'picker']","['happy', 'birthday', 'little', 'cotton', 'picker']",0
17356,"['fall', 'wit', 'yo', 'nigga', 'hoe']","['fall', 'wit', 'yo', 'nigga', 'hoe']",1
17357,"['bitch', 'son', 'lol']","['bitch', 'son', 'lol']",1
17358,"['somethin', 'good', 'im', 'always', 'gon', 'wetback', 'coo']","['somethin', 'good', 'im', 'always', 'gon', 'wetback', 'coo']",0
17359,"['nigga', 'knowing', 'difference', 'want', 'believe', 'bitch', 'actually', 'ugly']","['nigga', 'knowing', 'difference', 'want', 'believe', 'bitch', 'actually', 'ugly']",1
17360,"['swear', 'god', 'whitney', 'regina', 'george', 'wow', 'im', 'bitch']","['swear', 'god', 'whitney', 'regina', 'george', '💀', 'wow', 'im', 'bitch', '👻']",1
17361,"['germany', 'like', 'next', 'goal', 'header', 'next', 'goal', 'diving', 'header', 'let', 'u', 'play', 'monkey']","['germany', 'like', 'next', 'goal', 'header', 'next', 'goal', 'diving', 'header', 'let', 'u', 'play', 'monkey']",2
17362,"['got', 'drug', 'hug', 'bitch']","['got', 'drug', 'hug', 'bitch']",1
17363,"['short', 'bitch', 'run', 'sh']","['short', 'bitch', 'run', 'sh', '!']",1
17364,"['lowkey', 'apple', 'made', 'io', 'like', 'nigga', 'get', 'caught', 'buy', 'bitch', 'iphone', 'make']","['lowkey', 'apple', 'made', 'io', 'like', 'nigga', 'get', 'caught', 'buy', 'bitch', 'iphone', 'make']",1
17365,"['rubbing', 'booty', 'another', 'man', 'penis', 'sure', 'fella', 'cool', 'girl', 'dancing', 'nig']","['rubbing', 'booty', 'another', 'man', 'penis', 'sure', 'fella', 'cool', 'girl', 'dancing', 'nig']",1
17366,"['lmfao', 'alco', 'ho', 'l']","['lmfao', 'alco', 'ho', 'l']",2
17367,"['nice', 'humble', 'still', 'let', 'bitch', 'know', 'hunnney']","['nice', 'humble', 'still', 'let', 'bitch', 'know', '!', 'HUNNNEY', '💅', '📢', '📢', '📢']",1
17368,"['person', 'get', 'big', 'booty', 'hoe']","['person', 'get', 'big', 'booty', 'hoe']",1
17369,"['person', 'cunt']","['person', 'cunt']",1
17370,"['hear', 'baby', 'cry', 'restaurant', 'literally', 'feel', 'pussy', 'slam', 'door', 'closed', 'throw', 'gone', 'fishing']","['hear', 'baby', 'cry', 'restaurant', 'literally', 'feel', 'pussy', 'slam', 'door', 'closed', 'throw', 'gone', 'fishing']",1
17371,"['gave', 'nigga', 'head', 'laying', 'next', 'bf', 'laugh', 'laugh', 'laugh', 'hoe', 'low']","['gave', 'nigga', 'head', 'laying', 'next', 'bf', '😂', '😂', '😂', 'hoe', 'low']",1
17372,"['trust', 'man', 'fear', 'bitch']","['trust', 'man', 'fear', 'bitch']",1
17373,"['boy', 'scripps', 'spelling', 'bee', 'spelling', 'knaidel', 'used', 'sentence', 'never', 'get', 'pussy', 'know']","['boy', 'scripps', 'spelling', 'bee', 'spelling', 'knaidel', 'used', 'sentence', 'never', 'get', 'pussy', 'know']",1
17374,"['ian', 'worried', 'bout', 'bitch', 'aint', 'worried', 'bout']","['ian', 'worried', 'bout', 'bitch', 'aint', 'worried', 'bout', '😎', '💯']",1
17375,"['go', 'ahead', 'mock', 'one', 'day', 'sell', 'enough', 'makeup', 'drive', 'pink', 'mary', 'kay', 'cadillac', 'see', 'gay']","['go', 'ahead', 'mock', 'one', 'day', 'sell', 'enough', 'makeup', 'drive', 'pink', 'mary', 'kay', 'cadillac', 'see', 'gay']",1
17376,"['hoe', 'still', 'excites', 'still', 'growing', 'lil', 'mf']","['hoe', 'still', 'excites', 'still', 'growing', 'lil', 'mf', '!', '!', '!']",1
17377,"['want', 'buy', 'anything', 'talk', 'bottom', 'bitch', 'bottom', 'bitch', 'talk', 'know']","['want', 'buy', 'anything', 'talk', 'bottom', 'bitch', 'bottom', 'bitch', 'talk', 'know']",1
17378,"['keebler', 'elf', 'gone', 'make', 'weed', 'brownie', 'legalized', 'da', 'tree', 'trunk', 'da', 'trap', 'going', 'crazy', 'bro', 'shi']","['keebler', 'elf', 'gone', 'make', 'weed', 'brownie', 'legalized', 'da', 'tree', 'trunk', 'da', 'trap', 'going', 'crazy', 'bro', 'shi']",1
17379,"['tweet', 'booby', 'trap', 'caught', 'hoe']","['tweet', 'booby', 'trap', 'caught', 'hoe']",1
17380,"['girl', 'embrrased', 'pussy', 'fart', 'embrace', 'shit', 'make', 'cheek', 'clap', 'finna', 'beatbox']","['girl', 'embrrased', 'pussy', 'fart', 'embrace', 'shit', 'make', 'cheek', 'clap', 'finna', 'beatbox']",1
17381,"['steal', 'nigga', 'bitch', 'steal', 'nigga', 'tweet']","['steal', 'nigga', 'bitch', 'steal', 'nigga', 'tweet']",1
17382,"['meow', 'bitch']","['meow', 'bitch']",1
17383,"['one', 'fb', 'idiot', 'bitch', 'weather', 'hunt', 'kill', 'kindness', 'everyone', 'enti']","['one', 'FB', 'idiot', 'bitch', 'weather', 'hunt', 'kill', 'kindness', 'everyone', 'enti']",1
17384,"['saw', 'man', 'yellow', 'hat', 'grand', 'canyon', 'today', 'hanging', 'next', 'curious', 'gorge']","['saw', 'man', 'yellow', 'hat', 'grand', 'canyon', 'today', 'hanging', 'next', 'curious', 'gorge']",2
17385,"['monkey', 'back', 'keep', 'smearing', 'poop', 'hair']","['monkey', 'back', 'keep', 'smearing', 'poop', 'hair']",2
17386,"['ultimate', 'bitch']","['ultimate', 'bitch', '🙏']",1
17387,"['get', 'job', 'usps', 'customer', 'service', 'number', 'since', 'requirement', 'total', 'cunt']","['get', 'job', 'USPS', 'customer', 'service', 'number', 'since', 'requirement', 'total', 'cunt']",1
17388,"['idk', 'people', 'job', 'stay', 'home', 'day', 'watching', 'tv', 'boring', 'day', 'idk', 'ho']","['idk', 'people', 'job', 'stay', 'home', 'day', 'watching', 'tv', 'boring', 'day', 'idk', 'ho']",2
17389,"['rt', 'nerd', 'trash', 'like', 'set', 'thing', 'fire', 'sometimes']","['rt', 'nerd', 'trash', 'like', 'set', 'thing', 'fire', 'sometimes']",1
17390,"['sash', 'ringing', 'trash', 'singing', 'mash', 'flinging', 'flash', 'stringing', 'ringing', 'hash', 'slinging', 'slasher', 'http']","['sash', 'ringing', 'trash', 'singing', 'mash', 'flinging', 'flash', 'stringing', 'ringing', 'THE', 'HASH', 'SLINGING', 'SLASHER', '!', 'http']",2
17391,"['greatest', 'job', 'world', 'got', 'chance', 'shortstop', 'new', 'york', 'yankee', 'derek', 'jeter', 'http']","['greatest', 'job', 'world', 'got', 'chance', 'shortstop', 'new', 'york', 'yankee', 'derek', 'jeter', 'http']",2
17392,"['wild', 'one', 'bronx', 'yankee', 'score', 'run', 'bottom', 'th', 'take', '7', 'lead', 'red', 'sox', 'halfinning', 'took', 'thirty']","['WILD', 'one', 'bronx', 'yankee', 'score', 'run', 'bottom', 'th', 'take', '7', 'lead', 'red', 'sox', 'halfinning', 'took', 'THIRTY']",2
17393,"['breaking', 'japanese', 'ace', 'masahiro', 'tanaka', 'sign', 'yankee', 'seven', 'year', 'million', 'via', 'fox', 'sport']","['BREAKING', 'japanese', 'ace', 'masahiro', 'tanaka', 'sign', 'yankee', 'seven', 'year', 'million', 'via', 'fox', 'sport']",2
17394,"['breaking', 'louisville', 'coach', 'charlie', 'strong', 'expected', 'accept', 'texas', 'job', 'according', 'espn', 'medium', 'report']","['BREAKING', 'louisville', 'coach', 'charlie', 'strong', 'expected', 'accept', 'texas', 'job', 'according', 'ESPN', 'medium', 'report']",2
17395,"['derek', 'jeter', 'get', 'done', 'j', 'j', 'hardy', 'commits', 'error', 'slow', 'grounder', 'run', 'score', 'yankee', 'take', '2', 'lead', 'th', 'innin']","['derek', 'jeter', 'get', 'done', '!', 'j', 'j', 'hardy', 'commits', 'error', 'slow', 'grounder', 'run', 'score', 'yankee', 'take', '2', 'lead', 'th', 'innin']",2
17396,"['derek', 'jeter', 'leaf', 'baseball', 'one', 'greatest', 'yankee', 'ever', 'via']","['derek', 'jeter', 'leaf', 'baseball', 'one', 'greatest', 'yankee', 'ever', 'via']",2
17397,"['derek', 'jeters', 'final', 'game', 'yankee', 'stadium', 'st', 'ever', 'played', 'yankee', 'eliminated', 'playoff', 'http']","['derek', 'jeters', 'final', 'game', 'yankee', 'stadium', 'st', 'ever', 'played', 'yankee', 'eliminated', 'playoff', 'http']",2
17398,"['look', 'brown', 'sole', 'possession', 'st', 'place', 'afc', 'north', 'cleveland', 'brown']","['look', 'brown', 'sole', 'possession', 'st', 'place', 'AFC', 'north', 'cleveland', 'brown']",2
17399,"['last', 'time', 'captain', 'take', 'field', 'yankee', 'stadium']","['last', 'time', 'captain', 'take', 'field', 'yankee', 'stadium']",2
17400,"['jadeveon', 'clowney', 'top', 'latest', 'mock', 'draft', 'every', 'year', 'guy']","['jadeveon', 'clowney', 'top', 'latest', 'mock', 'draft', 'every', 'year', 'guy']",2
17401,"['peyton', 'mannings', 'remarkable', 'season', 'pas', 'yds', 'nfl', 'record', 'pas', 'td', 'nfl', 'record', 'completion', 'likely', 'ho']","['peyton', 'mannings', 'remarkable', 'season', 'pas', 'yds', 'NFL', 'record', 'pas', 'TD', 'NFL', 'record', 'completion', 'likely', 'ho']",2
17402,"['storybook', 'ending', 'new', 'york', 'derek', 'jeter', 'walk', 'winner', 'yankee', 'stadium']","['storybook', 'ending', 'new', 'york', 'derek', 'jeter', 'walk', 'winner', 'yankee', 'stadium']",2
17403,"['yankee', 'survive', 'th', 'inning', 'scare', 'beat', 'ranger', '11', 'gardner', '5', 'hr', 'rbi', 'r', 'teixeira', '2', 'hr', 'rbi', 'r', 'htt']","['yankee', 'survive', 'th', 'inning', 'scare', 'beat', 'ranger', '11', 'gardner', '5', 'HR', 'RBI', 'r', 'teixeira', '2', 'HR', 'RBI', 'r', 'htt']",2
17404,"['yank', 'signed', 'brian', 'mccann', 'jacoby', 'ellsbury', 'rumor', 'still', 'want', 'robinson', 'cano', 'babe', 'ruth', 'miguel', 'cabr']","['yank', 'signed', 'brian', 'mccann', 'jacoby', 'ellsbury', 'rumor', 'still', 'want', 'robinson', 'cano', 'babe', 'ruth', 'miguel', 'cabr']",2
17405,"['hoe', 'ugly', 'bitch', 'dated', 'please', 'take', 'seat']","['hoe', 'ugly', 'bitch', 'dated', 'please', 'take', 'seat']",1
17406,"['write', 'christine', 'laporta', 'represents', 'chappellenadal', 'refer', 'white', 'cracker', 'kkk', 'ht']","['write', 'christine', 'laporta', 'represents', 'chappellenadal', 'refer', 'white', 'cracker', 'KKK', 'ht']",1
17407,"['looking', 'bitch', 'hold']","['looking', 'bitch', 'hold']",1
17408,"['anxiety', 'bitch']","['anxiety', 'bitch']",1
17409,"['love', 'bad', 'bitch', 'fucking', 'problem']","['love', 'bad', 'bitch', 'fucking', 'problem', '!']",1
17410,"['everybody', 'still', 'facebook', 'ghetto', 'pregnant', 'idc', 'accurate']","['everybody', 'still', 'facebook', 'ghetto', 'pregnant', 'idc', 'accurate']",2
17411,"['mann', 'fuckk', 'dat', 'shit', 'fuckk', 'dat', 'bitch', 'laugh', 'laugh']","['mann', 'fuckk', 'dat', 'shit', '!', '!', 'fuckk', 'dat', 'bitch', '!', '!', '😂', '😂']",1
17412,"['bitch', 'waaa']","['bitch', 'waaa']",1
17413,"['tf', 'bitch', 'lol']","['tf', 'bitch', '!', '!', 'lol']",1
17414,"['like', 'honestly', 'embarrassed', 'around', 'someone', 'look', 'trash']","['like', 'honestly', 'embarrassed', 'around', 'someone', 'look', 'trash']",1
17415,"['bitch', 'wanna', 'roger', 'american', 'dad', 'bad']","['bitch', 'wanna', 'roger', 'american', 'dad', 'bad']",1
17416,"['captain', 'kirk', 'hoe']","['captain', 'kirk', 'hoe', '!']",1
17417,"['watch', 'social', 'medium', 'hate', 'blood', 'try', 'wish', 'bad', 'derrick', 'back', 'bitch', 'stop', 'hating']","['watch', 'social', 'medium', 'hate', 'blood', 'try', 'wish', 'bad', 'derrick', '!', 'back', 'bitch', '!', 'stop', 'hating']",1
17418,"['hate', 'people', 'ask', 'tryna', 'look', 'good', 'bitch', 'bye']","['hate', 'people', 'ask', 'tryna', 'look', 'good', '!', 'bitch', 'bye']",1
17419,"['peace', 'bitch']","['peace', 'bitch']",1
17420,"['get', 'bitch', 'take', 'care', 'mo', 'overrated', 'album', 'released', 'last', 'year']","['get', 'bitch', 'take', 'care', 'mo', 'overrated', 'album', 'released', 'last', 'year']",1
17421,"['come', 'somebody', 'please', 'get', 'ps4', 'willing', 'eat', 'pussy', 'need']","['come', 'somebody', 'please', 'get', 'PS4', 'willing', 'eat', 'pussy', 'need']",1
17422,"['sign', 'checkpoint', 'charlie', 'well', 'known', 'crossing', 'point', 'east', 'west', 'berlin', 'germany']","['sign', 'checkpoint', 'charlie', 'well', 'known', 'crossing', 'point', 'east', 'west', 'berlin', 'germany']",2
17423,"['hoe', 'aint', 'loyal']","['hoe', 'aint', 'loyal']",1
17424,"['pussy', 'wanna', 'use', 'royal', 'icing', 'gingerbread', 'house', 'fuck', 'ima', 'use', 'homemade', 'cream', 'cheese', 'frosting']","['pussy', 'wanna', 'use', 'royal', 'icing', 'gingerbread', 'house', 'fuck', 'ima', 'use', 'homemade', 'cream', 'cheese', 'frosting']",1
17425,"['trust', 'bitch', 'let', 'microwave', 'hit', 'care', 'life', 'probably', 'jump', 'lava', 'part']","['trust', 'bitch', 'let', 'microwave', 'hit', 'care', 'life', 'probably', 'jump', 'lava', 'part']",1
17426,"['element', 'number', 'bromine', 'come', 'number', 'ho', 'holmium', 'therefore', 'bros', 'hoe']","['element', 'number', 'bromine', 'come', 'number', 'ho', 'holmium', 'therefore', 'bros', 'hoe']",1
17427,"['bio', 'say', 'god', 'judge', 'hoe']","['bio', 'say', 'god', 'judge', 'hoe']",1
17428,"['nicer', 'easier', 'hurt', 'bitch']","['nicer', 'easier', 'hurt', 'bitch']",1
17429,"['kill', 'make', 'bitch']","['kill', 'make', 'bitch']",1
17430,"['wtf', 'lolzzz', 'laugh', 'sleep', 'bitch']","['wtf', 'lolzzz', '!', 'laugh', 'sleep', 'bitch']",1
17431,"['choke', 'cactus', 'bitch']","['choke', 'cactus', 'bitch']",1
17432,"['forever', 'mean', 'bitch', 'lol', 'month']","['forever', 'mean', 'bitch', 'lol', 'month']",1
17433,"['smoking', 'weed', 'unattractive', 'haha', 'trying', 'get', 'high', 'bitch', 'trying', 'turn']","['smoking', 'weed', 'unattractive', 'haha', 'trying', 'get', 'high', 'bitch', 'trying', 'turn']",1
17434,"['stop', 'talking', 'ghetto', 'white']","['stop', 'talking', 'ghetto', 'white']",1
17435,"['hoe', 'favorite', 'line', 'judge', 'know', 'yeah', 'lot', 'dick']","['hoe', 'favorite', 'line', 'judge', 'know', '!', 'yeah', 'lot', 'dick']",1
17436,"['fuck', 'bitch']","['fuck', 'bitch']",1
17437,"['anytime', 'girl', 'asks', 'help', 'tell', 'bitch', 'ask', 'channing', 'tatum', 'since', 'mcm']","['anytime', 'girl', 'asks', 'help', 'tell', 'bitch', 'ask', 'channing', 'tatum', 'since', 'MCM']",1
17438,"['trust', 'bitch', 'let', 'microwave', 'hit', 'care', 'life', 'probably', 'jump', 'lava', 'part']","['trust', 'bitch', 'let', 'microwave', 'hit', 'care', 'life', 'probably', 'jump', 'lava', 'part']",1
17439,"['stop', 'car', 'walk', 'across', 'street', 'better', 'see', 'hustle', 'knee', 'chest', 'bitch', 'knee']","['stop', 'car', 'walk', 'across', 'street', 'better', 'see', 'hustle', '!', 'knee', 'chest', 'bitch', 'KNEES']",1
17440,"['bitch', 'as', 'chick', 'flick', 'ever', 'sad', 'movie']","['bitch', 'as', 'chick', 'flick', 'ever', 'sad', 'movie']",1
17441,"['rise', 'planet', 'ape']","['rise', 'planet', 'ape']",2
17442,"['bitch', 'know', 'want']","['bitch', 'know', 'want']",1
17443,"['white', 'girl', 'black', 'boyfriend', 'call', 'shawty', 'bitch', 'aint', 'special']","['white', 'girl', 'black', 'boyfriend', 'call', 'shawty', 'bitch', 'aint', 'special']",1
17444,"['future', 'bae', 'best', 'drink', 'fiji', 'water', 'pussy', 'taste', 'like', 'retweets', 'cinammon', 'apple']","['future', 'bae', 'best', 'drink', 'fiji', 'water', 'pussy', 'taste', 'like', 'retweets', 'cinammon', 'apple']",1
17445,"['ur', 'faggot', 'change', 'name', 'bday', 'get', 'bday', 'tweet', 'aint', 'fb', 'nigga', 'fuck', 'yo', 'birthday']","['ur', 'faggot', 'change', 'name', 'bday', 'get', 'bday', 'tweet', 'aint', 'FB', 'nigga', 'fuck', 'yo', 'birthday']",0
17446,"['public', 'side', 'hoe']","['public', 'side', 'hoe']",1
17447,"['sav', 'nicee', 'love', 'twat']","['sav', 'nicee', 'love', 'twat', '!']",2
17448,"['warning', 'shot', 'pussy', 'gonna', 'gun', 'steal', 'pink', 'boot']","['warning', 'shot', 'pussy', 'gonna', 'gun', '!', 'steal', 'pink', 'boot', '!']",1
17449,"['laugh', 'laugh', 'laugh', 'bird', 'fucking']","['😂', '😂', '😂', 'bird', 'fucking']",1
17450,"['knock', 'knock', 'george', 'george', 'george', 'zimmerman', 'oh', 'george', 'zimmerman', 'welcome', 'cell', 'block', 'c', 'bitch']","['KNOCK', 'KNOCK', 'GEORGE', 'george', 'GEORGE', 'ZIMMERMAN', 'oh', 'george', 'zimmerman', 'welcome', 'cell', 'block', 'c', 'bitch', '!']",1
17451,"['im', 'popular', 'yo', 'bitch', 'know', 'nigga', 'hatin', 'well', 'least', 'know']","['im', 'popular', 'yo', 'bitch', 'know', 'nigga', 'hatin', 'well', 'least', 'know']",1
17452,"['moma', 'said', 'pussy', 'cat', 'inside', 'dog', 'house', 'got', 'bro', 'nem', 'locked', 'inside', 'dog', 'pound']","['moma', 'said', 'pussy', 'cat', 'inside', 'dog', 'house', 'got', 'bro', 'nem', 'locked', 'inside', 'dog', 'pound', '!', '!']",2
17453,"['wanna', 'drunk', 'stage', 'going', 'ham', 'bitch']","['wanna', 'drunk', 'stage', 'going', 'ham', 'bitch']",1
17454,"['know', 'dab', 'mean', 'fuck', 'bitch']","['know', 'dab', 'mean', 'fuck', 'bitch']",1
17455,"['example', 'even', 'say', 'cooler', 'bein', 'cool', 'ice', 'cold', 'without', 'somebody', 'relating', 'phi', 'bitch']","['example', 'even', 'say', 'cooler', 'bein', 'cool', 'ICE', 'COLD', '!', 'without', 'somebody', 'relating', 'phi', 'bitch']",1
17456,"['give', 'conversation', 'think', 'u', 'giving', 'em', 'pussy', 'sad', 'laugh', 'sad', 'laugh', 'sad', 'laugh', 'ahhh', 'tried']","['give', 'conversation', 'think', 'u', 'giving', 'em', 'pussy', '😭', '😂', '😭', '😂', '😭', '😂', 'ahhh', 'YOU', 'TRIED', 'IT']",1
17457,"['yall', 'say', 'dating', 'lil', 'girl', 'like', 'mature', 'hoe', 'rampage', 'outside']","['yall', 'say', 'dating', 'lil', 'girl', 'like', 'mature', 'hoe', 'rampage', 'outside']",1
17458,"['many', 'groupie', 'hoe', 'condo', 'group', 'home']","['many', 'groupie', 'hoe', 'condo', 'group', 'home']",1
17459,"['know', 'another', 'chick', 'never', 'shoot', 'filing', 'one', 'heartless', 'cunt']","['know', 'another', 'chick', 'NEVER', 'shoot', 'filing', 'one', 'heartless', 'cunt']",1
17460,"['pussy', 'screaming', 'tl']","['pussy', 'screaming', 'TL']",1
17461,"['bitch', 'eyebrow', 'fleek', 'loyalty', 'weak', 'edge', 'incomplete', 'pussy', 'reek', 'laugh']","['bitch', 'eyebrow', 'fleek', '👀', '😧', 'loyalty', 'weak', '🙅', 'edge', 'incomplete', '💆', 'pussy', 'REEK', '😩', '😷', '🎏', '😂']",1
17462,"['see', 'crazy', 'given', 'defunding', 'obamacare', 'moved', 'using', 'veteran']","['see', 'crazy', 'given', 'defunding', 'obamacare', 'moved', 'using', 'veteran', '!']",2
17463,"['basic', 'bitch']","['basic', 'bitch']",1
17464,"['come', 'like', 'total', 'bitch', 'like', 'literally', 'anything']","['come', 'like', 'total', 'bitch', 'like', 'literally', 'anything']",1
17465,"['come', 'henderson', 'kilgore', 'longview', 'dont', 'even', 'matter', 'dumb', 'as', 'hoe', 'gone', 'fuck', 'around', 'get', 'soul', 'taken', 'fro']","['come', 'henderson', 'kilgore', 'longview', 'IT', 'DONT', 'EVEN', 'MATTER', 'dumb', 'as', 'hoe', 'gone', 'fuck', 'around', 'get', 'soul', 'taken', 'fro']",1
17466,"['know', 'fucking', 'bitch', 'right', 'lol']","['know', 'fucking', 'bitch', 'right', 'LOL']",1
17467,"['stole', 'grandpa', 'wardrobe', 'bitch']","['stole', 'grandpa', 'wardrobe', 'bitch']",1
17468,['bitch'],['bitch'],1
17469,"['remember', 'tried', 'fake', 'rape', 'bitch', 'way', 'strong', 'smfh', 'felt', 'like', 'bitch']","['remember', 'tried', 'fake', 'rape', 'bitch', 'way', 'strong', 'smfh', 'felt', 'like', 'bitch', '!', '!', '!']",1
17470,"['sucka', 'hoe', 'sucka', 'hoe', 'im', 'succsess']","['sucka', 'hoe', 'sucka', 'hoe', 'im', 'succsess']",1
17471,"['nigga', 'get', 'hug', 'got', 'hoe', 'b']","['nigga', 'get', 'hug', 'got', 'hoe', 'b']",1
17472,"['respect', 'bitch', 'gonna', 'top', 'regardless']","['respect', 'bitch', 'gonna', 'top', 'regardless']",1
17473,"['rip', 'bitch']","['rip', 'bitch', '💯']",1
17474,"['breaking', 'yankee', 'acquire', 'lebron', 'james', 'team', 'deal', 'per', 'source']","['BREAKING', 'yankee', 'acquire', 'lebron', 'james', 'team', 'deal', 'per', 'source']",2
17475,"['captcha', 'picture', 'get', 'fuzzy', 'going', 'need', 'bot', 'decipher']","['captcha', 'picture', 'get', 'fuzzy', 'going', 'need', 'bot', 'decipher']",2
17476,"['cute', 'shy', 'bunny']","['cute', '!', 'shy', 'bunny']",2
17477,"['seriously', 'steal', 'halloween', 'oreo', 'unamused']","['seriously', 'steal', 'halloween', 'oreo', '😒']",2
17478,"['im', 'speaking', 'ho', 'nigga', 'hoe', 'niggaz', 'probably', 'dig', 'natural', 'styled', 'hair', 'period']","['im', 'speaking', 'ho', 'nigga', 'hoe', 'niggaz', 'probably', 'dig', 'natural', 'styled', 'hair', 'period']",1
17479,"['editorial', 'board', 'endorses', 'charlie', 'crist', 'governor', 'better', 'floridian', 'http']","['editorial', 'board', 'endorses', 'charlie', 'crist', 'governor', 'better', 'floridian', 'http']",2
17480,"['wait', 'sweep', 'cardinal', 'tonight', 'matter', 'bad', 'cub', 'gonna', 'beat', 'bird']","['wait', 'sweep', 'cardinal', 'tonight', '!', 'matter', 'bad', 'cub', 'gonna', 'beat', 'bird']",2
