,preprocessing_without_emoticons,preprocessing_with_emoticons,class
23303,"['ever', 'seen', 'fine', 'estime', 'bitch', 'goose', 'image', 'looking']","['ever', 'seen', 'fine', 'estime', 'bitch', 'goose', 'image', 'looking']",1
23304,"['bag', 'hoped', 'shit', 'much', 'listen', 'everything', 'garage']","['bag', 'hoped', 'shit', 'much', 'listen', 'everything', 'GARBAGE']",1
23305,"['fat', 'hoe', 'need', 'exercise', 'diet']","['fat', 'hoe', 'need', 'exercise', 'diet']",1
23306,"['following', 'whole', 'bunch', 'bitch', 'look', 'better', 'girl', 'nothing', 'make', 'anna', 'cheat']","['following', 'whole', 'bunch', 'bitch', 'look', 'better', 'girl', 'nothing', 'make', 'anna', 'cheat']",1
23307,"['fuck', 'try', 'nice', 'fuck', 'go', 'ape', 'shit', 'stay', 'mad', 'utf', 'hata']","['fuck', 'try', 'nice', 'fuck', 'go', 'ape', 'shit', 'stay', 'mad', 'utf', 'hata']",1
23308,"['fucking', 'fag', 'exactly', 'talking', 'woman', 'pig']","['fucking', 'fag', 'exactly', 'talking', 'woman', 'pig']",0
23309,"['girl', 'talking', 'hate', 'sleeping', 'alone', 'well', 'bitch', 'better', 'buy', 'damn', 'teddy', 'bear']","['girl', 'talking', 'hate', 'sleeping', 'alone', 'well', 'bitch', 'better', 'buy', 'damn', 'teddy', 'bear']",1
23310,"['girl', 'got', 'job', 'college', 'set', 'better', 'future', 'get', 'mad', 'nigga', 'leave', 'cause', 'got', 'pussy']","['girl', 'got', 'job', 'college', 'set', 'better', 'future', 'get', 'mad', 'nigga', 'leave', 'cause', 'got', 'pussy']",1
23311,"['girl', 'need', 'stop', 'edit', 'damn', 'near', 'got', 'catfished', 'week', 'two', 'ago', 'bitch', 'keep', 'finding', 'way', 'back', 'amused']","['girl', 'need', 'stop', 'edit', 'damn', 'near', 'got', 'catfished', 'week', 'two', 'ago', 'bitch', 'keep', 'finding', 'way', 'back', '😒', '😤', '💥', '🔫', '😩']",1
23312,"['giving', 'head', 'tonight', 'ah', 'shoot', 'fucking', 'pussy']","['giving', 'head', 'tonight', 'ah', 'shoot', 'fucking', 'pussy']",1
23313,"['got', 'k', 'follower', 'n', 'bed', 'sheet', 'last', 'month', 'bitch', 'confused', 'voice']","['got', 'k', 'follower', 'n', 'bed', 'sheet', 'last', 'month', 'bitch', 'confused', 'voice']",1
23314,"['got', 'duke', 'got', 'vice']","['got', 'duke', 'got', 'vice']",1
23315,"['got', 'hoe', 'really', 'titty', 'therein']","['got', 'hoe', 'really', 'titty', 'therein', '🙈', '🙈', '🙈']",1
23316,"['got', 'faggot']","['got', 'faggot']",0
23317,"['got', 'name', 'mouth', 'got', 'bitch', 'dick']","['got', 'name', 'mouth', 'got', 'bitch', 'dick', '🙊']",1
23318,"['got', 'night', 'got', 'bitch']","['got', 'night', 'got', 'bitch']",1
23319,"['got', 'night', 'got', 'bitch', 'partynextdoor', 'aunt', 'never', 'lied']","['got', 'night', 'got', 'bitch', 'PARTYNEXTDOOR', 'aunt', 'never', 'lied']",1
23320,"['got', 'pussy', 'nigga', 'disease', 'aunt', 'curing']","['got', 'pussy', 'nigga', 'disease', 'aunt', 'curing']",1
23321,"['got', 'bad', 'bitch', 'trip']","['got', 'bad', 'bitch', 'trip']",1
23322,"['got', 'wild', 'bitch', 'telling', 'le']","['got', 'wild', 'bitch', 'telling', 'le']",1
23323,"['gutta', 'block', 'dumb', 'hoe']","['gutta', 'block', 'dumb', 'hoe']",1
23324,"['gun', 'maggoty']","['gun', 'maggoty']",1
23325,"['hate', 'football', 'faggot']","['hate', 'football', 'faggot']",0
23326,"['word', 'beat', 'fucking', 'maggoty', 'pu']","['word', 'beat', 'fucking', 'maggoty', 'pu']",0
23327,"['friend', 'bc', 'nobody', 'want', 'guilty', 'association']","['friend', 'nobody', 'want', 'guilty', 'association']",1
23328,"['hoe', 'aunt', 'fucking']","['hoe', 'AINT', 'fucking', '😎', '😎']",1
23329,"['hoe', 'aunt', 'got', 'real', 'friend', 'cause', 'shit', 'seeing', 'body', 'flushed', 'flushed', 'flushed', 'friend', 'ah', 'hurry', 'ft', 'oil', 'ever', 'slipping']","['hoe', 'aunt', 'got', 'real', 'friend', 'cause', 'shit', 'seeing', 'body', '😳', '😳', '😳', 'friend', 'ah', 'hurry', 'ft', 'oil', 'ever', 'slipping']",1
23330,"['hoe', 'pleasant', 'surprise']","['hoe', 'pleasant', 'surprise', '😜', '😏']",1
23331,"['hoe', 'complain', 'much']","['hoe', 'complain', 'much']",1
23332,"['hoe', 'give', 'reason', 'everyday', 'stay', 'as', 'single', 'another', 'year']","['hoe', 'give', 'reason', 'everyday', 'stay', 'as', 'single', 'another', 'year']",1
23333,"['hoe', 'love', 'saying', 'think', 'cut', 'hut', 'nap']","['hoe', 'love', 'saying', 'think', 'cut', 'hut', 'nap']",1
23334,"['hoe', 'steady', 'coming', 'laugh', 'laugh', 'laugh']","['hoe', 'steady', 'coming', '😂', '😂', '😂']",1
23335,['twitter'],['twitter'],1
23336,"['caught', 'bitch', 'cheating', 'work', 'due', 'trying', 'get', 'fuck', 'slitting', 'throat', 'cut', 'bitch', 'head']","['caught', 'bitch', 'cheating', 'work', 'due', 'trying', 'get', 'FUCK', 'slitting', 'throat', 'CUT', 'THIS', 'BITCHS', 'HEAD', 'OFF']",1
23337,"['friend', 'nigh', 'anna', 'fuck', 'wit']","['friend', 'nigh', 'anna', 'fuck', 'wit']",1
23338,"['salt', 'ugly', 'white', 'hoe']","['salt', 'ugly', 'white', 'hoe']",1
23339,"['worried', 'bout', 'bitch', 'got', 'one', 'girl', 'girl', 'one', 'else', 'hit']","['worried', 'bout', 'bitch', 'got', 'one', 'girl', 'girl', 'one', 'else', 'hit']",1
23340,"['know', 'big', 'nl', 'sick', 'hearing', 'black', 'yellow', 'shit', 'bandwagon', 'fan', 'hell', 'go', 'packet']","['know', 'big', 'NFL', 'sick', 'hearing', 'black', 'yellow', 'shit', 'LOL', 'bandwagon', 'fan', 'hell', 'PACKERS', '!']",2
23341,"['know', 'bitch', 'crazy', 'smile', 'upset']","['know', 'bitch', 'crazy', 'smile', 'upset', '!']",1
23342,"['know', 'bitch', 'mad', 'throw', 'drink', 'laugh', 'got', 'find', 'another', 'nigga', 'buy', 'another', 'one']","['know', 'bitch', 'mad', 'throw', 'drink', '😂', 'got', 'find', 'another', 'nigga', 'buy', 'another', 'one']",1
23343,"['know', 'bitch', 'mad', 'like', 'laugh', 'laugh']","['know', 'bitch', 'mad', 'like', '😂', '😂']",1
23344,"['know', 'hard', 'find', 'good', 'woman', 'as', 'ungrateful', 'cheating', 'good', 'woman', 'cut', 'faggot', 'shit']","['know', 'hard', 'find', 'good', 'woman', 'as', 'ungrateful', 'cheating', 'good', 'woman', 'cut', 'faggot', 'shit']",1
23345,"['know', 'many', 'hot', 'bitch']","['know', 'many', 'hot', 'bitch']",1
23346,"['know', 'hoe']","['know', 'hoe', '!']",1
23347,"['know', 'bitch', 'amused', 'run', 'mouth', 'street']","['know', 'bitch', '😒', 'run', 'mouth', 'street', '👎', '👐']",1
23348,"['know', 'trash', 'grown', 'as', 'woman', 'gutta', 'nigga', 'fucking', 'around', 'year', 'old', 'year', 'old', 'landfill', 'trash']","['know', 'trash', 'grown', 'as', 'woman', 'gutta', 'nigga', 'fucking', 'around', 'year', 'old', 'year', 'old', 'landfill', 'trash']",1
23349,"['know', 'stay', 'fuck', 'bitch', 'shit', 'street', 'nigga', 'donna', 'get']","['know', 'stay', 'fuck', 'bitch', 'shit', 'street', 'nigga', 'donna', 'get']",1
23350,"['know', 'even', 'donna', 'respond', 'know', 'real', 'bitch']","['know', 'even', 'donna', 'respond', 'know', 'real', 'bitch', '!']",1
23351,"['know', 'people', 'ghent', 'leave', 'plastic', 'shit', 'ti']","['know', 'people', 'ghent', 'leave', 'plastic', 'shit', 'ti']",1
23352,"['know', 'random', 'nigger', 'bitch', 'wish', 'worst', 'eachother', 'look', 'sweet']","['know', 'random', 'nigger', 'bitch', 'wish', 'worst', 'eachother', 'look', 'sweet']",1
23353,"['know', 'head', 'good', 'feel', 'like', 'pussy', 'stuffed', 'throat']","['know', 'head', 'good', 'feel', 'like', 'pussy', 'stuffed', 'throat']",1
23354,"['know', 'hoe', 'good', 'singer', 'stop', 'making', 'love', 'song', 'laugh', 'laugh']","['know', 'hoe', 'good', 'singer', 'stop', 'making', 'love', 'song', '😂', '😂']",1
23355,"['know', 'hoe', 'wish', 'wash']","['know', 'hoe', 'wish', 'wash']",1
23356,"['know', 'hoe', 'wish', 'wash']","['know', 'hoe', 'wish', 'wash', '!']",1
23357,"['know', 'fuck', 'bitch', 'react', 'girl']","['know', 'fuck', 'bitch', 'react', 'girl']",1
23358,"['know', 'fuck', 'bitch', 'little']","['know', 'fuck', 'bitch', 'little', '!']",0
23359,"['know', 'nigga', 'money', 'expensive', 'bitch']","['know', 'nigga', 'money', 'expensive', 'bitch']",1
23360,"['know', 'burden', 'fuckin', 'annoyance', 'hate', 'bitch', 'like']","['know', 'burden', 'fuckin', 'annoyance', 'hate', 'bitch', 'like']",1
23361,"['know', 'call', 'life', 'bitch', 'cut', 'use', 'tube', 'nothing', 'stick', 'big', 'ole', 'cock', 'as', 'fuck', 'raw']","['know', 'call', 'life', 'bitch', 'cut', 'use', 'tube', 'nothing', 'stick', 'big', 'ole', 'cock', 'as', 'fuck', 'raw']",1
23362,"['know', 'bitch', 'as', 'need', 'say']","['know', 'bitch', 'as', 'need', 'say']",1
23363,"['know', 'ghent', 'see', 'street', 'named', 'martin', 'luther', 'king', 'jr', 'littlejohn']","['know', 'ghent', 'see', 'street', 'named', 'martin', 'luther', 'king', 'jr', 'littlejohn']",2
23364,"['know', 'kind', 'seem', 'like', 'nasty', 'bitch']","['know', 'kind', 'seem', 'like', 'nasty', 'bitch', '💁', '💋']",1
23365,"['know', 'married', 'as', 'bitch', 'let', 'nigga', 'come', 'let', 'nigga', 'take', 'porn']","['know', 'married', 'as', 'bitch', 'let', 'nigga', 'come', 'let', 'nigga', 'take', 'porn']",1
23366,"['know', 'dat', 'white', 'bitch', 'da', 'black', 'cock', 'upright', 'white', 'asshole', 'want']","['know', 'dat', 'white', 'bitch', 'da', 'black', 'cock', 'upright', 'white', 'asshole', 'want']",1
23367,"['like', 'bitch', 'night']","['like', 'bitch', 'night']",0
23368,"['like', 'honestly', 'tasted', 'like', 'sole', 'shoe', 'shame']","['like', 'honestly', 'tasted', 'like', 'sole', 'shoe', 'shame']",2
23369,"['like', 'hell', 'bitch', 'meanwhile', 'bitch', 'like', 'hell', 'clue']","['like', 'hell', 'bitch', 'meanwhile', 'bitch', 'like', 'hell', 'clue']",1
23370,"['stupid', 'as', 'bitch', 'aunt', 'fucking']","['stupid', 'as', 'bitch', 'aunt', 'fucking']",1
23371,"['little', 'dumb', 'as', 'bitch', 'dont', 'fuck']","['little', 'dumb', 'as', 'bitch', 'dont', 'fuck', '!']",1
23372,"['little', 'stupid', 'as', 'bitch', 'aunt', 'fuckin', 'witch']","['little', 'stupid', 'as', 'bitch', 'aunt', 'fuckin', 'witch']",1
23373,"['little', 'stupid', 'as', 'bitch', 'aunt', 'fuckin']","['little', 'stupid', 'as', 'bitch', 'aunt', 'fuckin', '!', '!', '!']",1
23374,"['little', 'twas']","['little', 'twas']",1
23375,"['losing', '3', 'u', 'trying', 'stupid', 'yard']","['losing', '3', 'u', 'trying', 'stupid', 'yard']",2
23376,"['mad', 'cut', 'van', 'bitch', 'hand', 'tit']","['mad', 'cut', 'van', 'bitch', 'hand', 'tit']",1
23377,"['mad', 'cut', 'fucking', 'enemy', 'win', 'cut', 'letting', 'shit', 'fuck', 'control', 'hoe', 'stress']","['mad', 'cut', 'fucking', 'enemy', 'win', 'cut', 'letting', 'shit', 'fuck', 'control', 'hoe', 'stress']",1
23378,"['mean', 'hoe', 'rush', 'never', 'donna', 'happy', 'brush']","['mean', 'hoe', 'rush', 'never', 'donna', 'happy', 'brush']",1
23379,"['must', 'part', 'cat', 'family', 'cut', 'fucking', 'pussy']","['must', 'part', 'cat', 'family', 'cut', 'fucking', 'pussy']",1
23380,"['must', 'retarded', 'quote', 'thirst', 'trap']","['must', 'retarded', 'quote', 'thirst', 'trap', '😈', '👅', '👅', '👅']",1
23381,"['need', 'muzzle', 'horse', 'face', 'bitch']","['need', 'muzzle', 'horse', 'face', 'bitch']",1
23382,"['need', 'sicca', 'like', 'bring', 'freak', 'gutta']","['need', 'sicca', 'like', 'bring', 'freak', 'gutta']",1
23383,"['never', 'heard', 'think', 'weed', 'poisoning', 'cause', 'dont', 'exist']","['never', 'heard', 'think', 'weed', 'poisoning', 'cause', 'dont', 'exist']",1
23384,"['never', 'invite', 'anywhere', 'yet', 'bitch']","['never', 'invite', 'anywhere', 'yet', 'bitch']",1
23385,"['nigga', 'eating', 'hoe', 'pussy', 'aunt', 'worth']","['nigga', 'eating', 'hoe', 'pussy', 'aunt', 'worth']",1
23386,"['night', 'putting', 'bitch', 'even', 'tucked', 'yet', 'pedestal', 'scratch', 'hit', 'list', 'b', 'aunt', 'never', 'hitting']","['night', 'putting', 'bitch', 'even', 'tucked', 'yet', 'pedestal', 'scratch', 'hit', 'list', 'b', 'aunt', 'never', 'hitting']",1
23387,"['night', 'talking', 'female', 'trying', 'get', 'pussy', 'dont', 'realize', 'boasting', 'ego', 'getting', 'curved']","['night', 'talking', 'female', 'trying', 'get', 'pussy', 'dont', 'realize', 'boasting', 'ego', 'getting', 'curved']",1
23388,"['night', 'would', 'rather', 'girl', 'wear', 'jean', 'instead', 'tight', 'dress', 'heel', 'maggoty']","['night', 'would', 'rather', 'girl', 'wear', 'jean', 'instead', 'tight', 'dress', 'heel', 'maggoty']",1
23389,"['nigger', 'bitch', 'better', 'yet', 'actress', 'da', 'k', 'hit', 'as', 'nd', 'lip', 'like', 'missy', 'mattress']","['nigger', 'bitch', 'better', 'yet', 'actress', 'da', 'k', 'hit', 'as', 'nd', 'lip', 'like', 'missy', 'mattress']",1
23390,"['nigguhs', 'clarifying', 'hussy']","['nigguhs', 'clarifying', 'hussy']",1
23391,"['playing', 'bitch', 'know', 'wasp']","['playing', 'bitch', 'know', 'wasp']",1
23392,"['old', 'bitter', 'salt', 'as', 'niche', 'make', 'flesh', 'crawl', 'bone', 'bitch']","['old', 'bitter', 'salt', 'as', 'niche', 'make', 'flesh', 'crawl', 'bone', '!', 'bitch', '!']",0
23393,"['bully', 'people', 'know', 'aunt', 'playoff', 'bitch']","['bully', 'people', 'know', 'aunt', 'playoff', 'bitch']",1
23394,"['popping', 'pill', 'fucking', 'stand', 'hoe', 'keep', 'real', 'aunt', 'really', 'bout', 'bank', 'roll', 'satisfied']","['popping', 'pill', 'fucking', 'stand', 'hoe', 'keep', 'real', 'aunt', 'really', 'bout', 'bank', 'roll', 'satisfied']",1
23395,"['poor', 'soul', 'cut', 'fat', 'bitch', 'thing', 'like']","['poor', 'soul', 'cut', 'fat', 'bitch', 'thing', 'like']",1
23396,"['pussy', 'lie', 'pussy']","['pussy', 'lie', 'pussy', '💯', '💯']",1
23397,"['pussy', 'nigga', 'see', 'whisker']","['pussy', 'nigga', 'see', 'whisker']",1
23398,"['hatchet', 'as', 'bitch', 'donna', 'nobody', 'blame', 'get', 'st']","['hatchet', 'as', 'bitch', 'donna', 'nobody', 'blame', 'get', 'st']",1
23399,"['really', 'nice', 'bitch', 'easiest', 'way', 'get', 'created']","['really', 'nice', 'bitch', 'easiest', 'way', 'get', 'created']",1
23400,"['right', 'peeped', 'lemon', 'sonlook', 'bitch']","['right', 'peeped', 'lemon', 'sonlook', 'bitch']",1
23401,"['said', 'tested', 'u', 'told', 'u', 'missed', 'yeah', 'bitch', 'like', 'week', 'ago', 'grow']","['said', 'tested', 'u', 'told', 'u', 'missed', 'yeah', 'bitch', 'like', 'week', 'ago', 'grow']",1
23402,"['said', 'bitch', 'bitch', 'look', 'f']","['said', 'bitch', 'bitch', 'look', 'f', '😧']",1
23403,"['said', 'smoking', 'strong', 'wrong', 'smoking', 'trash', 'aunt', 'lung', 'aunt', 'pressure']","['said', 'smoking', 'strong', 'wrong', 'smoking', 'trash', 'aunt', 'lung', 'aunt', 'pressure']",2
23404,"['said', 'smoking', 'strong', 'wrong', 'smoking', 'trash', 'lung', 'aunt', 'pressure']","['said', 'smoking', 'strong', 'wrong', 'smoking', 'trash', 'lung', 'aunt', 'pressure']",2
23405,"['say', 'bitch', 'say', 'woman', 'strong', 'personality', 'play', 'well', 'others']","['say', 'bitch', 'say', 'woman', 'strong', 'personality', 'play', 'well', 'others', '!', '👊']",1
23406,"['say', 'like', 'new', 'toy', 'child', 'dumb', 'bitch', 'mixed', 'baby', 'want', 'one']","['say', 'like', 'new', 'toy', 'child', 'dumb', 'bitch', 'mixed', 'baby', 'want', 'one', '😍', '😍', '😍']",1
23407,"['say', 'hatchet', 'pussy', 'juice', 'band', 'make', 'dance']","['say', 'hatchet', 'pussy', 'juice', '!', 'band', 'make', 'dance']",1
23408,"['say', 'hatchet', 'pussy', 'juice', 'j']","['say', 'hatchet', 'pussy', 'juice', 'j']",1
23409,"['say', 'bitch', 'bad', 'aunt', 'shit']","['say', 'bitch', 'bad', 'aunt', 'shit', '!']",1
23410,"['say', 'class', 'cavity', 'say', 'bitch', 'tease']","['say', 'class', 'cavity', 'say', 'bitch', 'tease']",1
23411,"['say', 'gutta', 'new', 'bitch']","['say', 'gutta', 'new', 'bitch']",1
23412,"['scared', 'aunt', 'scared', 'beat', 'pussy']","['scared', 'aunt', 'scared', 'beat', 'pussy']",1
23413,"['sum', 'brow', 'pussy', 'trash', 'still', 'txt', 'life', 'aunt', 'shit']","['sum', 'brow', 'pussy', 'trash', 'still', 'txt', 'life', 'aunt', 'shit']",1
23414,"['see', 'bossing', 'bitch']","['see', 'bossing', 'bitch', '👀', '🔫', '🙈', '💯']",1
23415,"['see', 'shining', 'bitch', 'as']","['see', 'shining', 'bitch', 'as', '😺', '😻', '🌟', '💫']",1
23416,"['see', 'two', 'hussy', 'jason', 'capuano', 'nd', 'jason', 'cousin', 'taking', 'chit', 'gram', 'aunt']","['see', 'two', 'hussy', 'jason', 'capuano', 'nd', 'jason', 'cousin', 'taking', 'chit', 'gram', 'aunt']",1
23417,"['see', 'bitch', 'talk', 'shit', 'nigga', 'get', 'issue']","['see', 'bitch', 'talk', 'shit', 'nigga', 'get', 'issue', '!', '!']",1
23418,"['selfish', 'bitch', 'bet', 'love', 'running', 'sure']","['selfish', 'bitch', 'bet', 'love', 'running', 'sure']",1
23419,"['foot', 'le', 'buy', 'truck', 'know', 'get', 'em', 'cause', 'scraggy', 'country', 'hussy']","['foot', 'le', 'buy', 'truck', 'know', 'get', 'em', 'cause', 'scraggy', 'country', 'hussy']",1
23420,"['probably', 'go', 'clean', 'nasty', 'pussy', 'worry', 'utf']","['probably', 'go', 'clean', 'nasty', 'pussy', 'worry', 'utf']",1
23421,"['type', 'special', 'faggot', 'bring', 'chocolate', 'wish', 'smoke', 'session']","['type', 'special', 'faggot', 'bring', 'chocolate', 'wish', 'smoke', 'session']",0
23422,"['state', 'good']","['state', 'good']",0
23423,"['still', 'turn', 'house', 'wife']","['still', 'turn', 'house', 'wife', '!']",1
23424,"['still', 'fuckin', 'sorry', 'as', 'nigga', 'make', 'sorry', 'as', 'bitch']","['still', 'fuckin', 'sorry', 'as', 'nigga', 'make', 'sorry', 'as', 'bitch']",1
23425,"['still', 'nigga', 'b', 'trip', 'latin', 'cause', 'got', 'bitch', 'nigga', 'stole', 'princess', 'punch']","['still', 'nigga', 'b', 'trip', 'latin', 'cause', 'got', 'bitch', 'nigga', 'stole', 'princess', 'punch']",1
23426,[],[],1
23427,"['bitch', 'nigga', 'type', 'aunt', 'never', 'fight']","['bitch', 'nigga', 'type', 'aunt', 'never', 'fight']",1
23428,"['think', 'america', 'crooked', 'law', 'woman', 'country', 'get', 'executed', 'street', 'shoningyou', 'american', 'hoe', 'would', 'make']","['think', 'america', 'crooked', 'law', 'woman', 'country', 'get', 'executed', 'street', 'shoningyou', 'american', 'hoe', 'would', 'make']",1
23429,"['think', 'would', 'learn', 'red', 'flag', 'bullshit', 'appears', 'noon', 'faggot', 'as', 'faith', 'people']","['think', 'would', 'learn', 'red', 'flag', 'bullshit', 'appears', 'noon', 'faggot', 'as', 'faith', 'people']",1
23430,"['think', 'class', 'nigh', 'really', 'hatchet']","['think', 'class', 'nigh', 'really', 'hatchet']",1
23431,"['think', 'pussy', 'wet', 'kitten', 'drowned', 'two', 'day', 'ago']","['think', 'pussy', 'wet', 'kitten', 'drowned', 'two', 'day', 'ago']",1
23432,"['thought', 'plain', 'cut', 'bitch']","['thought', 'plain', 'cut', 'bitch']",1
23433,"['old', 'twitter', 'cry', 'like', 'bitch']","['old', 'twitter', 'cry', 'like', 'bitch']",1
23434,"['trash', 'edgewood', 'basketball', 'court']","['trash', 'edgewood', 'basketball', 'court', 'NOW', '!', '!', '!']",1
23435,"['tried', 'sing']","['tried', 'sing']",1
23436,"['followed', 'dumb', 'cunt', 'j', 'blame']","['followed', 'dumb', 'cunt', '!', '!', 'j', 'blame']",1
23437,"['anna', 'find', 'hoe', 'follow', 'check', 'reply', 'heart', 'eye', 'sex', 'gift']","['anna', 'find', 'hoe', 'follow', 'check', 'reply', 'heart', 'eye', 'sex', 'gift']",2
23438,"['anna', 'hot', 'body', 'anna', 'bugatti', 'anna', 'maserati', 'better', 'rob', 'bank', 'bitch']","['anna', 'hot', 'body', 'anna', 'bugatti', 'anna', 'maserati', 'better', 'rob', 'bank', 'bitch']",1
23439,"['anna', 'know', 'crazy', 'shit', 'without', 'sunshine', 'could', 'find', 'shady', 'bitch']","['anna', 'know', 'crazy', 'shit', 'without', 'sunshine', 'could', 'find', 'SHADY', 'bitch', '!']",1
23440,"['anna', 'watch', 'game', 'anna', 'watch', 'bitch', 'as', 'buy', 'another', 'gutta', 'take', 'da', 'l']","['anna', 'watch', 'game', 'anna', 'watch', 'bitch', 'as', 'buy', 'another', 'gutta', 'take', 'da', 'l']",1
23441,"['want', 'smart', 'educated', 'dumb', 'bitch', 'date']","['want', 'smart', 'educated', 'dumb', 'bitch', 'date']",1
23442,"['want', 'couch', 'playing', 'video', 'game', 'see', 'friend', 'pussy', 'reach']","['want', 'couch', 'playing', 'video', 'game', 'see', 'friend', 'pussy', 'reach']",1
23443,"['want', 'thingamabob', 'got', 'twenty', 'bitch']","['want', 'thingamabob', 'got', 'twenty', 'bitch']",1
23444,"['never', 'let', 'another', 'bitch', 'say', 'change', 'action', 'towards']","['never', 'let', 'another', 'bitch', 'say', 'change', 'action', 'towards', '👐']",1
23445,"['nothing', 'dirty', 'whore', 'fuck', 'bitch']","['nothing', 'dirty', 'whore', '!', '!', '!', 'fuck', 'bitch']",1
23446,"['never', 'get', 'know', 'cook', 'man', 'fr', 'least', 'nigga', 'like', 'slacken', 'as', 'bitch']","['never', 'get', '💍', '💎', 'know', 'cook', '🍗', '🍖', '🍝', '🍤', '🍛', '🍕', 'man', 'fr', 'least', 'nigga', 'like', 'slacken', 'as', 'bitch']",1
